date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:54:45	59994/59994	---M--	200	added ('OK')	image/jpeg	etag:%221920950-ea5a-566e3713d37c0%22	https://www.dasco.kr/xe/layouts/dong_a_layouts/img/main/bb01_ov.jpg	C:/My%20Web%20Sites/https___www.dasco.kr_/www.dasco.kr/xe/layouts/dong_a_layouts/img/main/bb01_ov.jpg	(from https://www.dasco.kr/xe/layouts/dong_a_layouts/css/layout.css)
14:54:46	114938/114938	---M--	200	added ('OK')	image/png	etag:%221920952-1c0fa-5696300a44e40%22	https://www.dasco.kr/xe/layouts/dong_a_layouts/img/main/bb02_ov.png	C:/My%20Web%20Sites/https___www.dasco.kr_/www.dasco.kr/xe/layouts/dong_a_layouts/img/main/bb02_ov.png	(from https://www.dasco.kr/xe/layouts/dong_a_layouts/css/layout.css)
14:54:47	103480/103480	---M--	200	added ('OK')	image/png	etag:%221920956-19438-5696300c2d2c0%22	https://www.dasco.kr/xe/layouts/dong_a_layouts/img/main/bb04_ov.png	C:/My%20Web%20Sites/https___www.dasco.kr_/www.dasco.kr/xe/layouts/dong_a_layouts/img/main/bb04_ov.png	(from https://www.dasco.kr/xe/layouts/dong_a_layouts/css/layout.css)
14:54:47	115039/115039	---M--	200	added ('OK')	image/png	etag:%221920954-1c15f-5696300a44e40%22	https://www.dasco.kr/xe/layouts/dong_a_layouts/img/main/bb03_ov.png	C:/My%20Web%20Sites/https___www.dasco.kr_/www.dasco.kr/xe/layouts/dong_a_layouts/img/main/bb03_ov.png	(from https://www.dasco.kr/xe/layouts/dong_a_layouts/css/layout.css)
14:54:48	111880/111880	---M--	200	added ('OK')	image/png	etag:%22192095a-1b508-5696300b39080%22	https://www.dasco.kr/xe/layouts/dong_a_layouts/img/main/bb06_ov.png	C:/My%20Web%20Sites/https___www.dasco.kr_/www.dasco.kr/xe/layouts/dong_a_layouts/img/main/bb06_ov.png	(from https://www.dasco.kr/xe/layouts/dong_a_layouts/css/layout.css)
14:54:48	100629/100629	---M--	200	added ('OK')	image/png	etag:%221920958-18915-5696300b39080%22	https://www.dasco.kr/xe/layouts/dong_a_layouts/img/main/bb05_ov.png	C:/My%20Web%20Sites/https___www.dasco.kr_/www.dasco.kr/xe/layouts/dong_a_layouts/img/main/bb05_ov.png	(from https://www.dasco.kr/xe/layouts/dong_a_layouts/css/layout.css)
14:54:49	8681/8681	---M--	200	added ('OK')	image/gif	etag:%221920960-21e9-5686f3b3c0100%22	https://www.dasco.kr/xe/layouts/dong_a_layouts/img/main/bg_main_about.gif	C:/My%20Web%20Sites/https___www.dasco.kr_/www.dasco.kr/xe/layouts/dong_a_layouts/img/main/bg_main_about.gif	(from https://www.dasco.kr/xe/layouts/dong_a_layouts/css/layout.css)
14:54:49	94552/94552	---M--	200	added ('OK')	image/png	etag:%22192095c-17158-5696300c2d2c0%22	https://www.dasco.kr/xe/layouts/dong_a_layouts/img/main/bb07_ov.png	C:/My%20Web%20Sites/https___www.dasco.kr_/www.dasco.kr/xe/layouts/dong_a_layouts/img/main/bb07_ov.png	(from https://www.dasco.kr/xe/layouts/dong_a_layouts/css/layout.css)
14:54:49	2396/2396	---M--	200	added ('OK')	image/png	etag:%221920946-95c-56b4268b10b00%22	https://www.dasco.kr/xe/layouts/dong_a_layouts/img/main/about_btn01.png	C:/My%20Web%20Sites/https___www.dasco.kr_/www.dasco.kr/xe/layouts/dong_a_layouts/img/main/about_btn01.png	(from https://www.dasco.kr/xe/layouts/dong_a_layouts/css/layout.css)
14:54:50	2415/2415	---M--	200	added ('OK')	image/png	etag:%221920947-96f-566e3713d37c0%22	https://www.dasco.kr/xe/layouts/dong_a_layouts/img/main/about_btn01_ov.png	C:/My%20Web%20Sites/https___www.dasco.kr_/www.dasco.kr/xe/layouts/dong_a_layouts/img/main/about_btn01_ov.png	(from https://www.dasco.kr/xe/layouts/dong_a_layouts/css/layout.css)
